ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
ILMN_1654246	SIRT6	sirtuin 6	-0.866	8.889
ILMN_1654261	TRPV1	transient receptor potential cation channel subfamily V member 1	-0.345	2.721
ILMN_1654262	ZMAT3	zinc finger matrin-type 3	-0.582	2.965
ILMN_1654268	HMGB2	high mobility group box 2	1.474	17.849
ILMN_1654287	ADCY9	adenylate cyclase 9	-1.158	19.137
ILMN_1654289	ELK1	ELK1, ETS transcription factor	0.804	11.103
ILMN_1654314	LGALS3BP	galectin 3 binding protein	-0.364	2.715
ILMN_1654319	HAPLN3	hyaluronan and proteoglycan link protein 3	0.326	1.606
ILMN_1654322	ATP1B3	ATPase Na+/K+ transporting subunit beta 3	-1.196	6.265
ILMN_1654323	UBE3A	ubiquitin protein ligase E3A	-0.338	2.862
ILMN_1654324	HEYL	hes related family bHLH transcription factor with YRPW motif-like	0.394	2.04
ILMN_1654325	IFT81	intraflagellar transport 81	-0.294	2.602
ILMN_1654357	ZNF24	zinc finger protein 24	-0.267	4.004
ILMN_1654365			-0.355	3.131
ILMN_1654370	TESK2	testis-specific kinase 2	-1.119	12.699
ILMN_1654376	CARD8	caspase recruitment domain family member 8	-0.484	5.445
ILMN_1654386			-0.318	2.378
ILMN_1654389			-0.254	1.678
ILMN_1654392	KHNYN	KH and NYN domain containing	-0.288	2.551
ILMN_1654396	ITGB2	integrin subunit beta 2	-0.72	3.328
ILMN_1654398	RGL1	ral guanine nucleotide dissociation stimulator like 1	-1.186	14.11
ILMN_1654402	IL18BP	interleukin 18 binding protein	-0.352	3.136
ILMN_1654408			-0.228	1.821
ILMN_1654413			-0.471	5.031
ILMN_1654421	MPHOSPH9	M-phase phosphoprotein 9	0.273	3.199
ILMN_1654422	ACTN2	actinin alpha 2	-0.359	2.898
ILMN_1654428			-0.304	2.452
ILMN_1654441	OAT	ornithine aminotransferase	0.524	3.567
ILMN_1654458			-0.268	1.657
ILMN_1654459	SPANXN1	SPANX family member N1	-0.346	3.165
ILMN_1654465	GPI	glucose-6-phosphate isomerase	0.468	3.737
ILMN_1654466	PLAC4	placenta specific 4	-0.346	2.634
ILMN_1654468	ACRV1	acrosomal vesicle protein 1	-0.321	2.584
ILMN_1654473	ZP1	zona pellucida glycoprotein 1	-0.374	3.054
ILMN_1654479	GML	glycosylphosphatidylinositol anchored molecule like	-0.368	2.956
ILMN_1654488	KDM6A	lysine demethylase 6A	-0.323	3.406
ILMN_1654504	CLEC7A	C-type lectin domain family 7 member A	-0.376	2.931
ILMN_1654516	TMEM120A	transmembrane protein 120A	-0.994	8.391
ILMN_1654518	LRCH4	leucine rich repeats and calponin homology domain containing 4	-0.379	2.429
ILMN_1654534	NPSR1	neuropeptide S receptor 1	-0.314	3.282
ILMN_1654541	ATP6V1G2	ATPase H+ transporting V1 subunit G2	-0.907	13.378
ILMN_1654542	FAM172A	family with sequence similarity 172 member A	-0.316	2.815
ILMN_1654543	MED6	mediator complex subunit 6	0.428	4.712
ILMN_1654545	CPSF1	cleavage and polyadenylation specific factor 1	0.495	3.913
ILMN_1654552	MRPS31	mitochondrial ribosomal protein S31	0.585	8.549
ILMN_1654563	EFNB1	ephrin B1	0.278	1.421
ILMN_1654564	SCML4	sex comb on midleg-like 4 (Drosophila)	-0.36	2.862
ILMN_1654566	HSPA1L	heat shock protein family A (Hsp70) member 1 like	-0.469	6.749
ILMN_1654570	TEKT1	tektin 1	-0.328	2.951
ILMN_1654571	FCHO1	FCH domain only 1	0.282	1.602
ILMN_1654586	RASA3	RAS p21 protein activator 3	-0.309	2.62
ILMN_1654594	SLC34A2	solute carrier family 34 member 2	-0.347	2.699
ILMN_1654598	IQCA1	IQ motif containing with AAA domain 1	-0.255	1.529
ILMN_1654606	ZDHHC22	zinc finger DHHC-type containing 22	-0.364	3.68
ILMN_1654609			0.936	8.147
ILMN_1654613	THRA	thyroid hormone receptor, alpha	-0.381	3.618
ILMN_1654618	TULP2	tubby like protein 2	-0.353	4.879
ILMN_1654629	TMEM175	transmembrane protein 175	-0.664	8.795
ILMN_1654630			-0.288	2.833
ILMN_1654632	RGS7BP	regulator of G-protein signaling 7 binding protein	-0.493	5.381
ILMN_1654639	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	-0.332	2.293
ILMN_1654653	KLC1	kinesin light chain 1	0.268	2.049
ILMN_1654677	RAD9B	RAD9 checkpoint clamp component B	-0.324	2.569
ILMN_1654684	ADTRP	androgen dependent TFPI regulating protein	-2.839	10.758
ILMN_1654685	MCTP1	multiple C2 and transmembrane domain containing 1	-0.348	2.987
ILMN_1654690	CECR5	cat eye syndrome chromosome region, candidate 5	1.159	14.868
ILMN_1654692			-0.768	9.537
ILMN_1654696	C15orf48	chromosome 15 open reading frame 48	-1.506	6.871
ILMN_1654703	GPR157	G protein-coupled receptor 157	-0.335	2.669
ILMN_1654737	TRIM32	tripartite motif containing 32	0.43	6.328
ILMN_1654742	GJD4	gap junction protein delta 4	-0.36	2.976
ILMN_1654746	MAGED2	MAGE family member D2	-0.282	2.45
ILMN_1654773	CASK	calcium/calmodulin dependent serine protein kinase	0.981	9.476
ILMN_1654786	TRIM6	tripartite motif containing 6	-0.326	2.391
ILMN_1654792			-0.224	1.639
ILMN_1654795	FBXL5	F-box and leucine rich repeat protein 5	-0.321	2.518
ILMN_1654851	FAM134A	family with sequence similarity 134 member A	-0.322	3.257
ILMN_1654854	MURC	muscle related coiled-coil protein	-0.351	3.227
ILMN_1654855	DCX	doublecortin	-0.3	2.626
ILMN_1654858			-0.295	2.125
ILMN_1654861	ACO2	aconitase 2	-1.018	11.737
ILMN_1654864	BROX	BRO1 domain and CAAX motif containing	-0.203	1.533
ILMN_1654866	RANBP2	RAN binding protein 2	0.191	2.104
ILMN_1654875	CLC	Charcot-Leyden crystal galectin	-0.601	4.73
ILMN_1654893	SCAMP2	secretory carrier membrane protein 2	-0.633	9.498
ILMN_1654916	KIF7	kinesin family member 7	-0.278	2.538
ILMN_1654918	MTRF1	mitochondrial translational release factor 1	-0.204	2.5
ILMN_1654929	NME4	NME/NM23 nucleoside diphosphate kinase 4	0.439	1.6
ILMN_1654939	TMED2	transmembrane p24 trafficking protein 2	0.644	7.017
ILMN_1654941	RUNX1	runt related transcription factor 1	0.324	2.255
ILMN_1654942	NFIC	nuclear factor I C	-0.3	2.522
ILMN_1654945	DNMT3A	DNA methyltransferase 3 alpha	-0.326	2.767
ILMN_1654946	ZSCAN18	zinc finger and SCAN domain containing 18	-1.442	10.949
ILMN_1654960	NRAP	nebulin related anchoring protein	-0.363	3.515
ILMN_1654966	SCARA3	scavenger receptor class A member 3	-1.11	12.403
ILMN_1654974	KMT2B	lysine methyltransferase 2B	0.15	1.406
ILMN_1654980	OTOA	otoancorin	-0.325	2.372
ILMN_1654983	LDLRAD2	low density lipoprotein receptor class A domain containing 2	-0.458	5.233
ILMN_1654998			-0.284	2.226
ILMN_1655039	SLC27A4	solute carrier family 27 member 4	-0.377	3.657
ILMN_1655046	NUTF2	nuclear transport factor 2	0.866	14.499
ILMN_1655051	FAM86B1	family with sequence similarity 86 member B1	0.22	1.656
ILMN_1655068			-0.519	4.206
ILMN_1655077	PRDM1	PR/SET domain 1	-0.552	2.771
ILMN_1655108	ZFYVE1	zinc finger FYVE-type containing 1	-0.389	4.132
ILMN_1655114	ABR	active BCR-related	-0.298	3.25
ILMN_1655117	WDR19	WD repeat domain 19	0.272	1.697
ILMN_1655154	PTBP1	polypyrimidine tract binding protein 1	0.488	6.099
ILMN_1655155	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	-0.212	1.44
ILMN_1655161	MORN1	MORN repeat containing 1	-0.413	3.916
ILMN_1655163	STK24	serine/threonine kinase 24	-0.334	2.408
ILMN_1655165	RNF138	ring finger protein 138	-0.682	7.637
ILMN_1655167	ZNF502	zinc finger protein 502	0.269	2.127
ILMN_1655171	PCDHGC5	protocadherin gamma subfamily C, 5	-0.341	2.559
ILMN_1655191	CASZ1	castor zinc finger 1	-1.268	14.215
ILMN_1655194	JADE1	jade family PHD finger 1	-0.307	5.15
ILMN_1655195			-0.221	1.484
ILMN_1655210	BPY2	basic charge, Y-linked, 2	-0.346	2.668
ILMN_1655215	PGGT1B	protein geranylgeranyltransferase type I subunit beta	-0.289	3.353
ILMN_1655216	KCNV2	potassium voltage-gated channel modifier subfamily V member 2	-0.339	4.092
ILMN_1655218	NFAT5	nuclear factor of activated T-cells 5	-0.326	2.588
ILMN_1655230			-0.235	1.7
ILMN_1655241	PURG	purine rich element binding protein G	-0.36	2.982
ILMN_1655245	MDM1	Mdm1 nuclear protein	-0.264	3.084
ILMN_1655251	KRTAP3-1	keratin associated protein 3-1	-0.367	2.952
ILMN_1655261	ERP27	endoplasmic reticulum protein 27	0.79	2.71
ILMN_1655269	C2orf66	chromosome 2 open reading frame 66	-0.343	2.851
ILMN_1655272	SLC23A2	solute carrier family 23 member 2	-0.357	2.903
ILMN_1655283	INPP4A	inositol polyphosphate-4-phosphatase type I A	-0.261	2.268
ILMN_1655296	UTRN	utrophin	-0.335	4.152
ILMN_1655303	CATSPERD	cation channel sperm associated auxiliary subunit delta	-0.384	3.394
ILMN_1655307	FAM136A	family with sequence similarity 136 member A	0.614	9.278
ILMN_1655316	PSMC6	proteasome 26S subunit, ATPase 6	0.596	4.032
ILMN_1655329	RIOK2	RIO kinase 2	0.586	6.087
ILMN_1655330	SPAG11B	sperm associated antigen 11B	-0.322	2.365
ILMN_1655347	SCGB1A1	secretoglobin family 1A member 1	-0.296	2.041
ILMN_1655348	GPR1	G protein-coupled receptor 1	-0.363	3.078
ILMN_1655358	WDR77	WD repeat domain 77	0.242	2.374
ILMN_1655364	ANKRD42	ankyrin repeat domain 42	-0.264	2.439
ILMN_1655374	SELV	selenoprotein V	-0.334	2.907
ILMN_1655377	MRPS22	mitochondrial ribosomal protein S22	0.555	7.374
ILMN_1655414	TNFSF14	tumor necrosis factor superfamily member 14	-0.486	4.919
ILMN_1655426			-0.308	2.482
ILMN_1655429	TNFAIP1	TNF alpha induced protein 1	0.404	5.32
ILMN_1655434	UCK1	uridine-cytidine kinase 1	-0.207	1.982
ILMN_1655446	XKR6	XK related 6	-0.341	2.909
ILMN_1655449	OR5R1	olfactory receptor family 5 subfamily R member 1 (gene/pseudogene)	-0.331	3.078
ILMN_1655469	TSPAN3	tetraspanin 3	-1.295	5.051
ILMN_1655474	RNASE9	ribonuclease A family member 9 (inactive)	-0.367	2.916
ILMN_1655482	TRIM27	tripartite motif containing 27	0.442	8.46
ILMN_1655485	SPRTN	SprT-like N-terminal domain	0.197	1.659
ILMN_1655491	AHDC1	AT-hook DNA binding motif containing 1	-0.36	3.321
ILMN_1655495	KCMF1	potassium channel modulatory factor 1	-0.297	3.082
ILMN_1655497	EIF4B	eukaryotic translation initiation factor 4B	0.521	4.277
ILMN_1655498	FAM57B	family with sequence similarity 57 member B	-0.352	3.14
ILMN_1655509	ASAH1	N-acylsphingosine amidohydrolase 1	-0.307	2.687
ILMN_1655521	DMRTA1	DMRT like family A1	-0.464	4.983
ILMN_1655523	CLCA2	chloride channel accessory 2	-0.351	2.817
ILMN_1655532	ASB6	ankyrin repeat and SOCS box containing 6	-0.338	2.726
ILMN_1655536	ENY2	ENY2, transcription and export complex 2 subunit	0.954	14.717
ILMN_1655537	ING1	inhibitor of growth family member 1	-0.358	5.304
ILMN_1655545	ZMYND12	zinc finger MYND-type containing 12	-0.415	4.39
ILMN_1655553	DEFB136	defensin beta 136	-0.343	2.64
ILMN_1655557	INTS6	integrator complex subunit 6	0.276	2.964
ILMN_1655563	CTIF	cap binding complex dependent translation initiation factor	-0.559	3.826
ILMN_1655565	UGT3A2	UDP glycosyltransferase family 3 member A2	-0.369	3.224
ILMN_1655570	GOLPH3L	golgi phosphoprotein 3 like	-0.27	2.109
ILMN_1655572	AGPAT4-IT1	AGPAT4 intronic transcript 1	-0.491	4.796
ILMN_1655577	TIAM1	T-cell lymphoma invasion and metastasis 1	-0.511	5.917
ILMN_1655595	SERPINE2	serpin family E member 2	0.586	2.358
ILMN_1655610	RET	ret proto-oncogene	-0.473	5.088
ILMN_1655611	TSHZ2	teashirt zinc finger homeobox 2	-0.843	5.643
ILMN_1655612	ARRDC2	arrestin domain containing 2	-0.422	4.114
ILMN_1655613	GSTA2	glutathione S-transferase alpha 2	-0.342	1.815
ILMN_1655622	THAP12	THAP domain containing 12	0.573	9.496
ILMN_1655632	DVL1	dishevelled segment polarity protein 1	-0.339	2.763
ILMN_1655635	METTL3	methyltransferase like 3	0.815	7.607
ILMN_1655637	UPK1A	uroplakin 1A	-0.244	1.937
ILMN_1655642	FANCI	Fanconi anemia complementation group I	1.686	22.969
ILMN_1655644	ZNF804A	zinc finger protein 804A	-0.387	3.441
ILMN_1655651	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	-0.385	3.711
ILMN_1655663	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)	0.535	3.928
ILMN_1655664	DGKD	diacylglycerol kinase delta	-0.331	2.656
ILMN_1655675	MICA	MHC class I polypeptide-related sequence A	-0.563	5.713
ILMN_1655684	SARS2	seryl-tRNA synthetase 2, mitochondrial	0.69	8.467
ILMN_1655699			-0.347	2.64
ILMN_1655702	ABHD5	abhydrolase domain containing 5	-0.517	3.891
ILMN_1655711	PRLHR	prolactin releasing hormone receptor	-0.355	2.635
ILMN_1655713	OR2M7	olfactory receptor family 2 subfamily M member 7	-0.359	2.954
ILMN_1655718	NKAIN2	Na+/K+ transporting ATPase interacting 2	-0.325	1.424
ILMN_1655720	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4	-1.136	10.688
ILMN_1655734	RPF1	ribosome production factor 1 homolog	0.422	6.831
ILMN_1655740	SNAI2	snail family transcriptional repressor 2	-0.383	3.443
ILMN_1655741	KRTAP21-2	keratin associated protein 21-2	-0.37	3.035
ILMN_1655766	ANKRD34B	ankyrin repeat domain 34B	-0.292	2.178
ILMN_1655788	ZNF780A	zinc finger protein 780A	-0.319	2.749
ILMN_1655798	PRDM1	PR/SET domain 1	-0.497	5.028
ILMN_1655809	SF3A1	splicing factor 3a subunit 1	-0.23	1.66
ILMN_1655815	USP51	ubiquitin specific peptidase 51	-0.39	5.34
ILMN_1655827	COPS2	COP9 signalosome subunit 2	0.206	2.003
ILMN_1655834	HSPB11	heat shock protein family B (small) member 11	0.225	2.124
ILMN_1655849	GSC	goosecoid homeobox	-0.336	2.788
ILMN_1655856	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1	-0.232	1.815
ILMN_1655880	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11	-0.337	2.702
ILMN_1655890	MBTD1	mbt domain containing 1	-0.353	2.972
ILMN_1655894	MYL1	myosin light chain 1	-0.297	2.443
ILMN_1655904	ROR1	receptor tyrosine kinase like orphan receptor 1	-0.954	9.101
ILMN_1655906	FBXW7	F-box and WD repeat domain containing 7	-0.362	3.677
ILMN_1655921	GTF2E1	general transcription factor IIE subunit 1	0.402	5.731
ILMN_1655924	TRNT1	tRNA nucleotidyl transferase 1	0.726	10.567
ILMN_1655932	RPE	ribulose-5-phosphate-3-epimerase	-0.309	2.284
ILMN_1655955			-0.354	3.004
ILMN_1655961			0.468	3.45
ILMN_1655982	KCNH4	potassium voltage-gated channel subfamily H member 4	-0.326	2.447
ILMN_1655983	CDC14A	cell division cycle 14A	-1.096	13.191
ILMN_1655985			-0.305	2.394
ILMN_1656011	RGS1	regulator of G-protein signaling 1	-0.76	3.337
ILMN_1656016	DHX9	DEAH-box helicase 9	0.308	2.033
ILMN_1656017	NRF1	nuclear respiratory factor 1	-0.206	1.762
ILMN_1656021	DAZ2	deleted in azoospermia 2	-0.347	2.97
ILMN_1656033	PCDHA2	protocadherin alpha 2	-0.443	4.618
ILMN_1656040	NTN3	netrin 3	-0.318	2.582
ILMN_1656042	KIAA0319L	KIAA0319 like	-0.38	4.14
ILMN_1656045	CELF6	CUGBP, Elav-like family member 6	-0.653	11.281
ILMN_1656051	KRTAP19-4	keratin associated protein 19-4	-0.325	2.365
ILMN_1656057	PLAU	plasminogen activator, urokinase	1.5	10.304
ILMN_1656066	TNPO2	transportin 2	0.375	4.266
ILMN_1656079	KCNQ1	potassium voltage-gated channel subfamily Q member 1	-0.376	2.837
ILMN_1656097			-0.334	2.657
ILMN_1656118	ZBTB7A	zinc finger and BTB domain containing 7A	-0.295	3.769
ILMN_1656129	SLC39A10	solute carrier family 39 member 10	1.042	17.023
ILMN_1656132	PNLDC1	PARN like, ribonuclease domain containing 1	-0.319	2.63
ILMN_1656134	CNOT7	CCR4-NOT transcription complex subunit 7	0.469	4.985
ILMN_1656136	STAU1	staufen double-stranded RNA binding protein 1	0.548	4.811
ILMN_1656144	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	-0.309	2.359
ILMN_1656145	GOT1	glutamic-oxaloacetic transaminase 1	-0.248	1.469
ILMN_1656159	ATP10D	ATPase phospholipid transporting 10D (putative)	-0.39	4.058
ILMN_1656185	DEF8	differentially expressed in FDCP 8 homolog	0.618	5.799
ILMN_1656186	SLC41A1	solute carrier family 41 member 1	0.248	2.246
ILMN_1656189			-0.269	2.195
ILMN_1656192	ZNF704	zinc finger protein 704	-0.26	1.96
ILMN_1656193	ACTL9	actin like 9	-0.336	2.563
ILMN_1656194	TSPAN10	tetraspanin 10	-0.248	1.814
ILMN_1656196	E2F6	E2F transcription factor 6	0.771	11.805
ILMN_1656200	KATNAL2	katanin catalytic subunit A1 like 2	-0.384	3.392
ILMN_1656203	RPS8	ribosomal protein S8	0.236	2.563
ILMN_1656218			-0.417	3.733
ILMN_1656221	OR2T27	olfactory receptor family 2 subfamily T member 27	-0.382	3.072
ILMN_1656225	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1	-0.37	2.927
ILMN_1656250	NKX6-3	NK6 homeobox 3	-0.333	2.683
ILMN_1656254	NOTCH2NL	notch 2 N-terminal like	-0.415	4.533
ILMN_1656274	PRPF38A	pre-mRNA processing factor 38A	-0.348	5.518
ILMN_1656276	ARHGAP8	Rho GTPase activating protein 8	-0.321	2.566
ILMN_1656285	METTL7A	methyltransferase like 7A	-2.152	20.032
ILMN_1656287	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	-1.014	6.158
ILMN_1656291	TSKS	testis specific serine kinase substrate	-0.369	3.51
ILMN_1656293	GOSR2	golgi SNAP receptor complex member 2	0.324	4.654
ILMN_1656297	YBEY	ybeY metallopeptidase (putative)	-0.479	2.413
ILMN_1656300	GFRA2	GDNF family receptor alpha 2	-2.119	30.463
ILMN_1656310	IDO1	indoleamine 2,3-dioxygenase 1	0.474	1.456
ILMN_1656315	DMD	dystrophin	-0.32	2.533
ILMN_1656316	ZMYM3	zinc finger MYM-type containing 3	0.326	3.294
ILMN_1656318			-0.327	2.759
ILMN_1656321	LTBP1	latent transforming growth factor beta binding protein 1	-0.308	2.331
ILMN_1656327	GLT1D1	glycosyltransferase 1 domain containing 1	-0.381	6.423
ILMN_1656330	CCKAR	cholecystokinin A receptor	-0.374	3.129
ILMN_1656338	PTPRS	protein tyrosine phosphatase, receptor type S	-0.338	3.012
ILMN_1656342	FBXO48	F-box protein 48	-0.338	2.938
ILMN_1656364	ASB12	ankyrin repeat and SOCS box containing 12	-0.405	4.084
ILMN_1656368	ALDH4A1	aldehyde dehydrogenase 4 family member A1	0.866	8.044
ILMN_1656371	TRPA1	transient receptor potential cation channel subfamily A member 1	-0.34	3.187
ILMN_1656372	PES1	pescadillo ribosomal biogenesis factor 1	0.639	8.047
ILMN_1656373	BNC2	basonuclin 2	-1.098	7.764
ILMN_1656378	NMT2	N-myristoyltransferase 2	-0.795	11.402
ILMN_1656382	SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	-0.418	4.772
ILMN_1656386	SEC24D	SEC24 homolog D, COPII coat complex component	0.389	2.791
ILMN_1656393	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha	-1.045	9.982
ILMN_1656395	MYOT	myotilin	-1.87	21.875
ILMN_1656409	STON1-GTF2A1L	STON1-GTF2A1L readthrough	-0.387	3.549
ILMN_1656410	TRPC6	transient receptor potential cation channel subfamily C member 6	-0.509	6.529
ILMN_1656415	CDKN2C	cyclin dependent kinase inhibitor 2C	-0.884	10.111
ILMN_1656419			-0.31	2.32
ILMN_1656420			0.318	2.461
ILMN_1656422	GPR87	G protein-coupled receptor 87	-0.346	2.807
ILMN_1656434	IP6K1	inositol hexakisphosphate kinase 1	-0.359	3.945
ILMN_1656436			-0.349	2.944
ILMN_1656440			-0.313	2.344
ILMN_1656450	BRDT	bromodomain testis associated	-0.33	2.797
ILMN_1656452	C16orf59	chromosome 16 open reading frame 59	1.292	14.79
ILMN_1656472			-0.314	2.324
ILMN_1656477	ARSA	arylsulfatase A	-0.813	8.544
ILMN_1656486	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	0.486	5.779
ILMN_1656496	EPC2	enhancer of polycomb homolog 2	-0.255	2.628
ILMN_1656501	DUSP5	dual specificity phosphatase 5	-0.546	2.773
ILMN_1656504	ZNF304	zinc finger protein 304	-0.368	4.168
ILMN_1656537	SNRPN	small nuclear ribonucleoprotein polypeptide N	-1.108	8.221
ILMN_1656540	RUVBL1	RuvB like AAA ATPase 1	1.161	19.047
ILMN_1656546	ARHGEF11	Rho guanine nucleotide exchange factor 11	-0.338	2.776
ILMN_1656554	OR4M2	olfactory receptor family 4 subfamily M member 2	-0.324	2.589
ILMN_1656557	ARMC8	armadillo repeat containing 8	-0.323	2.434
ILMN_1656560	PARM1	prostate androgen-regulated mucin-like protein 1	-1.712	12.461
ILMN_1656563	PAX8	paired box 8	-0.284	2.164
ILMN_1656574	PCGF6	polycomb group ring finger 6	0.473	4.902
ILMN_1656576	ATCAY	ATCAY, caytaxin	-0.364	3.195
ILMN_1656577	KCNH7	potassium voltage-gated channel subfamily H member 7	-0.332	2.548
ILMN_1656593	AK5	adenylate kinase 5	-0.371	3.262
ILMN_1656595	STAC3	SH3 and cysteine rich domain 3	-0.323	2.705
ILMN_1656617	CCDC184	coiled-coil domain containing 184	-0.341	2.897
ILMN_1656621	CHMP2A	charged multivesicular body protein 2A	-0.794	7.017
ILMN_1656628	WDR4	WD repeat domain 4	1.454	17.137
ILMN_1656638	BHMT	betaine--homocysteine S-methyltransferase	-0.399	3.383
ILMN_1656656	COX19	COX19, cytochrome c oxidase assembly factor	-0.369	2.164
ILMN_1656662			0.664	9.289
ILMN_1656670	HLA-G	major histocompatibility complex, class I, G	-0.704	2.293
ILMN_1656676	ZYG11B	zyg-11 family member B, cell cycle regulator	-0.884	11.218
ILMN_1656682	AZIN1	antizyme inhibitor 1	0.884	9.678
ILMN_1656684	CCR3	C-C motif chemokine receptor 3	-0.342	2.761
ILMN_1656687	COL4A6	collagen type IV alpha 6 chain	-0.343	2.755
ILMN_1656691	FBXO4	F-box protein 4	0.498	6.328
ILMN_1656706	LCE2D	late cornified envelope 2D	-0.352	2.816
ILMN_1656713	IGLL1	immunoglobulin lambda like polypeptide 1	-0.378	3.141
ILMN_1656724	OR14A16	olfactory receptor family 14 subfamily A member 16	-0.354	2.955
ILMN_1656743	MIA2	melanoma inhibitory activity 2	-0.427	3.229
ILMN_1656761	TGIF1	TGFB induced factor homeobox 1	-0.281	2.106
ILMN_1656773	BEND4	BEN domain containing 4	-0.355	3.373
ILMN_1656791	RPS6	ribosomal protein S6	0.63	3.866
ILMN_1656792	FLYWCH1	FLYWCH-type zinc finger 1	-0.214	1.588
ILMN_1656802	LOXL2	lysyl oxidase like 2	-0.326	2.671
ILMN_1656807	RPL27	ribosomal protein L27	0.778	13.374
ILMN_1656809	MATN1	matrilin 1, cartilage matrix protein	-0.365	3.15
ILMN_1656812	NMRK2	nicotinamide riboside kinase 2	-0.396	3.797
ILMN_1656818	GPR141	G protein-coupled receptor 141	-0.345	2.837
ILMN_1656822	DNM2	dynamin 2	-0.771	8.084
ILMN_1656826	SH3RF1	SH3 domain containing ring finger 1	-0.47	2.882
ILMN_1656839	SFTPB	surfactant protein B	-0.296	2.267
ILMN_1656840	VPS13D	vacuolar protein sorting 13 homolog D	-0.788	16.921
ILMN_1656849	SLC26A8	solute carrier family 26 member 8	-0.329	2.577
ILMN_1656886	LIN37	lin-37 DREAM MuvB core complex component	-0.27	3.12
ILMN_1656899	CIB1	calcium and integrin binding 1	-0.599	4.289
ILMN_1656909			-0.338	2.716
ILMN_1656910	TRIM6	tripartite motif containing 6	-0.422	4.63
ILMN_1656915	PSD3	pleckstrin and Sec7 domain containing 3	-0.197	1.44
ILMN_1656927	SEMA5A	semaphorin 5A	-0.563	4.301
ILMN_1656931	GIMAP6	GTPase, IMAP family member 6	-0.852	11.178
ILMN_1656938			-1.49	8.645
ILMN_1656940	ABLIM3	actin binding LIM protein family member 3	-0.714	6.971
ILMN_1656942	PRICKLE3	prickle planar cell polarity protein 3	0.271	1.949
ILMN_1656951	APCDD1	APC down-regulated 1	0.7	2.775
ILMN_1656953	PRKD2	protein kinase D2	-0.49	3.961
