ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1744611	9.59e-17	9.59e-19	12.450195	32.335292	1.3981034	229892269	DCAF13	DDB1 and CUL4 associated factor 13
ILMN_1712803	9.68e-17	9.75e-19	12.44569	32.318972	1.9601518	356582356	CCNB1	cyclin B1
ILMN_1705594	9.68e-17	9.77e-19	12.44514	32.316979	1.3133725	221316722	NAT10	N-acetyltransferase 10
ILMN_1737947	9.73e-17	9.87e-19	12.442394	32.307028	1.1180379	195539322	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
ILMN_1774330	1.01e-16	1.03e-18	-12.431933	32.269115	-2.0656734	54792093	WSCD1	WSC domain containing 1
ILMN_1680251	1.12e-16	1.14e-18	-12.402125	32.161001	-1.5868371	331028403	SORCS1	sortilin related VPS10 domain containing receptor 1
ILMN_1686109	1.14e-16	1.18e-18	-12.394694	32.134029	-2.6040004	632794828	CCL23	C-C motif chemokine ligand 23
ILMN_1760201	1.15e-16	1.18e-18	12.393232	32.128725	1.3439638	973353109	DNMT1	DNA (cytosine-5-)-methyltransferase 1
ILMN_1698185	1.15e-16	1.19e-18	12.391574	32.122704	1.2868152	94400918	WDR90	WD repeat domain 90
ILMN_1807304	1.16e-16	1.20e-18	-12.388373	32.111084	-0.8952114	46411165	MBNL1	muscleblind like splicing regulator 1
ILMN_1737728	1.17e-16	1.23e-18	12.383222	32.092379	2.0014581	662236830	CDCA3	cell division cycle associated 3
ILMN_1768293	1.18e-16	1.24e-18	12.379812	32.079998	1.0749803	509155835	NUP155	nucleoporin 155
ILMN_1689329	1.19e-16	1.26e-18	12.375939	32.065931	2.2788197	53759150	SCD	stearoyl-CoA desaturase
ILMN_1709094	1.22e-16	1.29e-18	-12.368974	32.040628	-1.5467826	189095278	LIFR	leukemia inhibitory factor receptor alpha
ILMN_1685493	1.28e-16	1.36e-18	-12.354877	31.989401	-1.7155448	666335578	TMCC3	transmembrane and coiled-coil domain family 3
ILMN_1719256	1.29e-16	1.39e-18	12.349862	31.971168	1.6103473	206725531	CKS1B	CDC28 protein kinase regulatory subunit 1B
ILMN_1685403	1.29e-16	1.39e-18	12.349235	31.968889	3.6973426	974987432	MMP7	matrix metallopeptidase 7
ILMN_1685916	1.30e-16	1.40e-18	12.3473	31.961854	1.6214836	166795249	KIF2C	kinesin family member 2C
ILMN_1748770	1.30e-16	1.41e-18	12.345839	31.956543	1.3623004	344925875	CKAP5	cytoskeleton associated protein 5
ILMN_1757730	1.31e-16	1.42e-18	12.343344	31.947471	1.1224558	302058244	TTC27	tetratricopeptide repeat domain 27
ILMN_1662038	1.51e-16	1.65e-18	-12.3029	31.800292	-1.4127176	189083833	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
ILMN_1789123	1.54e-16	1.69e-18	12.295488	31.773299	1.5161218	299829199	PLK4	polo like kinase 4
ILMN_1719543	1.56e-16	1.71e-18	-12.29232	31.761759	-1.2389429	197313768	MAF	MAF bZIP transcription factor
ILMN_1658269	1.57e-16	1.73e-18	12.289204	31.750404	1.1136464	338753427	NUP93	nucleoporin 93
ILMN_1661309	1.60e-16	1.78e-18	-12.281952	31.72398	-1.5986931	59709426	XKR4	XK related 4
ILMN_1740706	1.62e-16	1.80e-18	-12.278426	31.711132	-1.2533332	45269147	PMP2	peripheral myelin protein 2
ILMN_1697440	1.67e-16	1.87e-18	12.268099	31.673484	1.072294	349732202	PRPF4	pre-mRNA processing factor 4
ILMN_1787762	1.68e-16	1.88e-18	12.26638	31.667217	1.4388897	301069317	HEATR1	HEAT repeat containing 1
ILMN_1739161	1.69e-16	1.91e-18	-12.262593	31.653406	-1.9170829	507144089	PLPP1	phospholipid phosphatase 1
ILMN_1758315	1.83e-16	2.07e-18	-12.24116	31.575217	-1.4165335	293597570	SLC9A9	solute carrier family 9 member A9
ILMN_1664630	1.85e-16	2.10e-18	12.236985	31.559981	1.5668519	349501059	CHEK1	checkpoint kinase 1
ILMN_1743711	1.85e-16	2.11e-18	12.235649	31.555102	1.516869	NA		
ILMN_1806037	1.93e-16	2.21e-18	12.223334	31.510142	1.821335	164698437	TK1	thymidine kinase 1
ILMN_1771467	2.05e-16	2.36e-18	-12.20473	31.442182	-4.3621065	985801695	TMIGD1	transmembrane and immunoglobulin domain containing 1
ILMN_1693985	2.05e-16	2.37e-18	12.204328	31.440711	1.5530177	961441411	JPH1	junctophilin 1
ILMN_1699737	2.09e-16	2.43e-18	12.197006	31.413955	1.6471244	155722982	TRAP1	TNF receptor associated protein 1
ILMN_1707484	2.09e-16	2.43e-18	12.196832	31.413316	1.0756465	41393576	GEMIN6	gem nuclear organelle associated protein 6
ILMN_1785330	2.09e-16	2.44e-18	12.195895	31.409892	1.3672499	83722276	SH3BP4	SH3 domain binding protein 4
ILMN_1763852	2.23e-16	2.62e-18	-12.177275	31.34181	-1.8337709	134142061	ACACB	acetyl-CoA carboxylase beta
ILMN_1782635	2.26e-16	2.66e-18	12.172603	31.324719	1.2090213	320461720	YARS2	tyrosyl-tRNA synthetase 2
ILMN_1741801	2.33e-16	2.76e-18	12.16234	31.287168	1.2738922	197313663	CDC7	cell division cycle 7
ILMN_1799667	2.33e-16	2.77e-18	12.162184	31.286599	1.5889065	291167753	KIF4A	kinesin family member 4A
ILMN_1801913	2.41e-16	2.87e-18	12.152572	31.251417	1.2318134	45439322	PPIH	peptidylprolyl isomerase H
ILMN_1685661	2.45e-16	2.93e-18	12.146513	31.229234	1.1547325	126362982	RRP15	ribosomal RNA processing 15 homolog
ILMN_1799516	2.65e-16	3.18e-18	12.124236	31.147635	1.2095328	734703827	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
ILMN_1695357	2.65e-16	3.19e-18	12.123619	31.145373	1.1280934	157388974	SPDL1	spindle apparatus coiled-coil protein 1
ILMN_1712628	2.71e-16	3.27e-18	12.116698	31.12001	1.7245795	312836810	GTF2IRD1	GTF2I repeat domain containing 1
ILMN_1761486	2.71e-16	3.29e-18	12.115314	31.114937	1.2067339	557948044	BORA	bora, aurora kinase A activator
ILMN_1685567	2.91e-16	3.54e-18	12.095573	31.042551	1.0727511	752293515	TGDS	TDP-glucose 4,6-dehydratase
ILMN_1759495	2.94e-16	3.59e-18	12.09147	31.0275	1.1033044	221136812	XPO5	exportin 5
ILMN_1794875	3.03e-16	3.72e-18	-12.082166	30.993364	-2.0708114	374088032	GPAT3	glycerol-3-phosphate acyltransferase 3
ILMN_1796094	3.10e-16	3.81e-18	-12.075573	30.969168	-2.1379893	188536061	CD36	CD36 molecule
ILMN_1656540	3.12e-16	3.85e-18	12.072712	30.958664	1.148616	197276633	RUVBL1	RuvB like AAA ATPase 1
ILMN_1752953	3.28e-16	4.07e-18	12.057968	30.904529	1.3897728	20336329	BCL2L12	BCL2 like 12
ILMN_1737157	3.47e-16	4.32e-18	12.04177	30.845019	1.2591468	987996504	GRAMD1A	GRAM domain containing 1A
ILMN_1673721	3.51e-16	4.39e-18	12.037415	30.829015	1.6952241	284055275	EXO1	exonuclease 1
ILMN_1756931	3.56e-16	4.46e-18	12.033184	30.813464	1.6375757	589269199	ADGRG1	adhesion G protein-coupled receptor G1
ILMN_1683063	3.70e-16	4.66e-18	-12.021361	30.769996	-2.3764979	48762747	PDE9A	phosphodiesterase 9A
ILMN_1758939	3.80e-16	4.80e-18	12.013524	30.741171	1.4213533	93141034	RIPK2	receptor interacting serine/threonine kinase 2
ILMN_1790537	3.81e-16	4.83e-18	12.011728	30.734567	1.5012997	751368095	RMI2	RecQ mediated genome instability 2
ILMN_1753607	4.11e-16	5.22e-18	11.990561	30.656673	1.1420121	31377729	PNO1	partner of NOB1 homolog
ILMN_1810423	4.13e-16	5.26e-18	11.988472	30.648983	1.6462765	554790307	RPP40	ribonuclease P/MRP subunit p40
ILMN_1748591	4.16e-16	5.33e-18	11.985112	30.636615	1.4142984	563580283	ODC1	ornithine decarboxylase 1
ILMN_1806040	4.22e-16	5.42e-18	11.980536	30.619764	1.8293705	186972144	TYMS	thymidylate synthetase
ILMN_1790100	4.34e-16	5.59e-18	11.972216	30.58912	1.7478815	194239693	DDIAS	DNA damage induced apoptosis suppressor
ILMN_1701441	4.51e-16	5.83e-18	-11.960942	30.547584	-1.8388606	45580697	LPAR1	lysophosphatidic acid receptor 1
ILMN_1685235	4.62e-16	5.99e-18	11.953476	30.52007	1.2134666	291084495	TSFM	Ts translation elongation factor, mitochondrial
ILMN_1771026	4.78e-16	6.23e-18	11.943125	30.48191	1.2507359	943350816	GARS	glycyl-tRNA synthetase
ILMN_1695414	4.82e-16	6.29e-18	11.94033	30.471606	1.7780985	67782340	ASF1B	anti-silencing function 1B histone chaperone
ILMN_1684357	5.03e-16	6.60e-18	-11.927462	30.424145	-1.0123294	223278401	LINC00341	long intergenic non-protein coding RNA 341
ILMN_1773814	5.08e-16	6.68e-18	-11.924224	30.412198	-1.0868811	312176411	MUSTN1	musculoskeletal, embryonic nuclear protein 1
ILMN_1702396	5.20e-16	6.86e-18	-11.917036	30.385673	-1.1060068	296841089	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
ILMN_1775728	5.72e-16	7.60e-18	-11.889634	30.284503	-2.3349322	257196278	SFRP1	secreted frizzled related protein 1
ILMN_1704055	5.72e-16	7.61e-18	11.889474	30.283913	1.3548319	964751263	NOP16	NOP16 nucleolar protein
ILMN_1657718	5.80e-16	7.74e-18	-11.884803	30.266658	-1.9908387	313482788	LDHD	lactate dehydrogenase D
ILMN_1738065	5.94e-16	7.96e-18	-11.877463	30.239535	-1.5395814	313482831	PEX26	peroxisomal biogenesis factor 26
ILMN_1809636	6.17e-16	8.29e-18	-11.866469	30.198902	-3.1479727	110349745	C2orf88	chromosome 2 open reading frame 88
ILMN_1787897	6.33e-16	8.54e-18	11.858605	30.169826	2.9632223	373432598	CXCL1	C-X-C motif chemokine ligand 1
ILMN_1772762	6.34e-16	8.57e-18	-11.857429	30.165478	-1.2195465	661567325	ELAVL4	ELAV like neuron-specific RNA binding protein 4
ILMN_1767523	6.90e-16	9.36e-18	11.833999	30.078802	1.6918595	112382255	IL17RB	interleukin 17 receptor B
ILMN_1763127	7.22e-16	9.82e-18	-11.820965	30.030558	-1.6406701	156523973	ACKR2	atypical chemokine receptor 2
ILMN_1656129	7.28e-16	9.94e-18	11.817811	30.018878	1.0548142	187936947	SLC39A10	solute carrier family 39 member 10
ILMN_1756162	7.45e-16	1.02e-17	11.810611	29.992214	1.164707	224465145	EXOSC8	exosome component 8
ILMN_1722294	7.62e-16	1.05e-17	-11.802981	29.963954	-1.6172766	38683845	CPNE8	copine 8
ILMN_1674231	7.62e-16	1.05e-17	11.802704	29.962926	1.3000942	45827788	CHAF1B	chromatin assembly factor 1 subunit B
ILMN_1794074	7.62e-16	1.05e-17	-11.801871	29.959839	-1.3458995	57242780	MXI1	MAX interactor 1, dimerization protein
ILMN_1776363	7.80e-16	1.08e-17	-11.79477	29.933528	-1.5103544	188595661	ANK2	ankyrin 2, neuronal
ILMN_1684045	8.32e-16	1.16e-17	11.776728	29.866654	1.4027704	198278565	CDCA4	cell division cycle associated 4
ILMN_1763064	8.32e-16	1.16e-17	11.776024	29.864042	1.6840333	167621406	ATAD2	ATPase family, AAA domain containing 2
ILMN_1710676	8.38e-16	1.17e-17	11.773083	29.853135	1.1157889	215982800	FBXO5	F-box protein 5
ILMN_1810703	8.49e-16	1.20e-17	11.768057	29.834497	1.4701931	987437910	FANCD2	Fanconi anemia complementation group D2
ILMN_1810228	8.49e-16	1.20e-17	11.767754	29.833372	1.5402584	40807470	TTF2	transcription termination factor 2
ILMN_1787825	8.54e-16	1.21e-17	-11.765071	29.823422	-1.8421364	402534572	CDH19	cadherin 19
ILMN_1708808	8.54e-16	1.21e-17	11.764732	29.822163	1.1917829	1007385611	RUVBL2	RuvB like AAA ATPase 2
ILMN_1726666	8.57e-16	1.22e-17	-11.76287	29.815258	-2.208367	89903006	GPX3	glutathione peroxidase 3
ILMN_1778034	8.74e-16	1.25e-17	11.756333	29.791005	1.3743484	53729317	ZWINT	ZW10 interacting kinetochore protein
ILMN_1734194	8.74e-16	1.25e-17	11.755867	29.789275	1.203706	389616144	EXOSC3	exosome component 3
ILMN_1790992	8.80e-16	1.27e-17	11.753162	29.779238	1.8179925	NA		
ILMN_1720996	8.90e-16	1.28e-17	11.7494	29.765277	2.1147652	38569461	SLC12A2	solute carrier family 12 member 2
ILMN_1679949	8.91e-16	1.29e-17	-11.748213	29.760872	-1.5011353	48476341	SLC25A23	solute carrier family 25 member 23
ILMN_1682038	9.00e-16	1.31e-17	11.744593	29.747438	1.275291	94400877	SNORA25	small nucleolar RNA, H/ACA box 25
ILMN_1688702	9.87e-16	1.44e-17	-11.719415	29.653942	-1.0592498	157412254	PJA2	praja ring finger ubiquitin ligase 2
ILMN_1796749	9.87e-16	1.44e-17	-11.718437	29.650308	-0.9372774	291327508	KIF1C	kinesin family member 1C
ILMN_1711005	1.02e-15	1.49e-17	11.710055	29.619163	1.4887095	42490759	CDC25A	cell division cycle 25A
ILMN_1813753	1.04e-15	1.53e-17	-11.702369	29.590598	-1.0959599	42476152	PTN	pleiotrophin
ILMN_1705231	1.07e-15	1.58e-17	-11.694797	29.562448	-2.1597896	188528662	SLCO2A1	solute carrier organic anion transporter family member 2A1
ILMN_1697448	1.09e-15	1.61e-17	-11.689737	29.543635	-1.349824	928192547	TXNIP	thioredoxin interacting protein
ILMN_1795679	1.10e-15	1.64e-17	-11.684459	29.524007	-1.8254337	312922387	STMN2	stathmin 2
ILMN_1706511	1.12e-15	1.67e-17	-11.679714	29.506359	-1.4565561	371873248	TEF	TEF, PAR bZIP transcription factor
ILMN_1652143	1.12e-15	1.68e-17	11.678373	29.501367	0.9314341	340523139	E2F3	E2F transcription factor 3
ILMN_1768268	1.16e-15	1.73e-17	-11.669649	29.46891	-2.9666381	393715064	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta
ILMN_1721457	1.17e-15	1.76e-17	11.664994	29.451587	1.6083411	520975480	RANBP1	RAN binding protein 1
ILMN_1680955	1.18e-15	1.78e-17	11.662592	29.442647	2.1086492	1020158963	AURKA	aurora kinase A
ILMN_1805658	1.18e-15	1.78e-17	11.661911	29.440114	1.129208	34147695	LTV1	LTV1 ribosome biogenesis factor
ILMN_1661905	1.28e-15	1.93e-17	-11.640383	29.359956	-2.079941	663071019	CD163L1	CD163 molecule like 1
ILMN_1673673	1.36e-15	2.06e-17	11.623119	29.295638	1.8518574	525507088	PBK	PDZ binding kinase
ILMN_1654268	1.47e-15	2.25e-17	11.600393	29.210913	1.455459	194688131	HMGB2	high mobility group box 2
ILMN_1786698	1.50e-15	2.29e-17	11.59494	29.190573	1.4637825	194733764	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1
ILMN_1806818	1.57e-15	2.40e-17	11.582624	29.144624	1.3842563	394582092	MCM3	minichromosome maintenance complex component 3
ILMN_1707810	1.63e-15	2.50e-17	11.571959	29.104816	0.9380029	71164878	RPS5	ribosomal protein S5
ILMN_1787280	1.65e-15	2.54e-17	11.567383	29.087733	1.4390305	566559912	AUNIP	aurora kinase A and ninein interacting protein
ILMN_1750101	1.98e-15	3.06e-17	11.518405	28.904727	1.6038757	5032056	S100A11	S100 calcium binding protein A11
ILMN_1679177	2.01e-15	3.12e-17	11.513349	28.885819	1.3218651	315360653	MARS2	methionyl-tRNA synthetase 2, mitochondrial
ILMN_1663092	2.05e-15	3.18e-17	-11.507927	28.865539	-1.4552478	388890231	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
ILMN_1721128	2.08e-15	3.24e-17	11.502976	28.847019	1.7333734	40807467	TOMM34	translocase of outer mitochondrial membrane 34
ILMN_1687315	2.17e-15	3.39e-17	-11.491165	28.802821	-0.9897367	632794850	RXRA	retinoid X receptor alpha
ILMN_1700727	2.20e-15	3.45e-17	-11.486185	28.78418	-1.4803101	NA		
ILMN_1730809	2.28e-15	3.59e-17	11.475871	28.745565	1.4980909	38708298	SLC29A2	solute carrier family 29 member 2
ILMN_1773063	2.32e-15	3.66e-17	-11.470707	28.726225	-1.5877475	NA		
ILMN_1681130	2.36e-15	3.74e-17	11.465217	28.705663	0.8839914	523498730	ACP6	acid phosphatase 6, lysophosphatidic
ILMN_1797425	2.38e-15	3.78e-17	11.462596	28.695843	1.088922	985701204	DDX55	DEAD-box helicase 55
ILMN_1785198	2.41e-15	3.85e-17	11.457728	28.677606	1.0825228	224586803	POLE3	DNA polymerase epsilon 3, accessory subunit
ILMN_1707858	2.41e-15	3.85e-17	11.457645	28.677296	1.067788	53759146	H2AFZ	H2A histone family member Z
ILMN_1803110	2.57e-15	4.12e-17	11.439579	28.609585	1.194647	225579068	SF3B3	splicing factor 3b subunit 3
ILMN_1801307	2.58e-15	4.14e-17	-11.438058	28.603885	-1.7487367	300193030	TNFSF10	tumor necrosis factor superfamily member 10
ILMN_1654028	2.59e-15	4.17e-17	11.436475	28.597947	1.5779714	119943111	DHCR7	7-dehydrocholesterol reductase
ILMN_1726064	2.64e-15	4.26e-17	11.430731	28.576408	1.226108	55769545	PAK1IP1	PAK1 interacting protein 1
ILMN_1768004	2.88e-15	4.66e-17	-11.406928	28.487115	-1.6531306	313760534	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
ILMN_1683664	2.90e-15	4.70e-17	11.404572	28.478272	1.2791542	209447085	FAM60A	family with sequence similarity 60 member A
ILMN_1654032	2.93e-15	4.77e-17	-11.400521	28.463066	-1.0099491	425876794	ZER1	zyg-11 related cell cycle regulator
ILMN_1664912	3.02e-15	4.93e-17	-11.392046	28.431249	-1.4843045	NA		
ILMN_1656840	3.03e-15	4.96e-17	-11.390361	28.424925	-0.7794584	732693505	VPS13D	vacuolar protein sorting 13 homolog D
ILMN_1713462	3.06e-15	5.02e-17	-11.387513	28.414231	-5.4137322	45446751	AQP8	aquaporin 8
ILMN_1805922	3.08e-15	5.07e-17	11.384893	28.404389	1.5605384	520975455	EBPL	emopamil binding protein like
ILMN_1766712	3.12e-15	5.15e-17	-11.380778	28.388935	-1.3394997	208609972	TCF21	transcription factor 21
ILMN_1720637	3.14e-15	5.20e-17	-11.377987	28.378452	-2.2786428	528281417	EPB41L3	erythrocyte membrane protein band 4.1 like 3
ILMN_1657862	3.27e-15	5.42e-17	11.367183	28.337861	1.8970253	1015215018	AHCY	adenosylhomocysteinase
ILMN_1689704	3.28e-15	5.45e-17	11.365646	28.332085	0.9873253	503774416	TMEM5	transmembrane protein 5
ILMN_1785324	3.45e-15	5.75e-17	11.35127	28.27805	1.0851431	222136638	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
ILMN_1762883	3.51e-15	5.87e-17	11.345839	28.25763	1.4392414	153945706	ECE2	endothelin converting enzyme 2
ILMN_1706779	3.53e-15	5.93e-17	11.343176	28.247618	1.0130292	574274668	LIG1	DNA ligase 1
ILMN_1661777	3.53e-15	5.94e-17	-11.342785	28.246147	-1.9545328	260656018	NR3C2	nuclear receptor subfamily 3 group C member 2
ILMN_1764362	3.55e-15	5.99e-17	11.340877	28.238973	1.5646398	224593253	LYAR	Ly1 antibody reactive
ILMN_1684732	3.57e-15	6.03e-17	-11.339063	28.232151	-1.3220835	170650673	PDE6A	phosphodiesterase 6A
ILMN_1767747	3.68e-15	6.24e-17	11.32997	28.197945	0.9915079	293336690	HDAC2	histone deacetylase 2
ILMN_1717490	3.72e-15	6.32e-17	11.326649	28.185454	1.2949854	992319632	RPL6	ribosomal protein L6
ILMN_1765076	3.76e-15	6.40e-17	-11.323174	28.172378	-1.6671355	82617617	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
ILMN_1800573	3.78e-15	6.45e-17	11.32116	28.1648	1.737316	71483115	RPS21	ribosomal protein S21
ILMN_1797600	3.97e-15	6.81e-17	11.307014	28.111554	1.270339	145580598	SLC12A8	solute carrier family 12 member 8
ILMN_1670672	4.19e-15	7.19e-17	-11.292595	28.057259	-2.0514853	116325982	TMEM37	transmembrane protein 37
ILMN_1811594	4.35e-15	7.49e-17	11.281905	28.016988	1.1113696	773669965	PTRH2	peptidyl-tRNA hydrolase 2
ILMN_1671843	4.37e-15	7.55e-17	11.279768	28.008937	1.2436837	283135211	PSRC1	proline and serine rich coiled-coil 1
ILMN_1798528	4.89e-15	8.47e-17	-11.249531	27.894949	-1.78826	284807144	SULT1A2	sulfotransferase family 1A member 2
ILMN_1670817	4.98e-15	8.65e-17	11.243896	27.873695	1.1077232	961460524	GRPEL1	GrpE like 1, mitochondrial
ILMN_1748992	4.98e-15	8.68e-17	-11.242953	27.870138	-1.7224437	325995153	RHOU	ras homolog family member U
ILMN_1718672	4.98e-15	8.70e-17	11.242565	27.868672	1.2649506	53729323	NHP2	NHP2 ribonucleoprotein
ILMN_1716461	5.02e-15	8.79e-17	-11.239881	27.858549	-1.0296843	193211460	LGI4	leucine rich repeat LGI family member 4
ILMN_1674706	5.02e-15	8.80e-17	11.239548	27.857292	1.4549531	94721353	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
ILMN_1670263	5.24e-15	9.22e-17	-11.227211	27.81074	-1.108052	213021159	CNST	consortin, connexin sorting protein
ILMN_1707534	5.44e-15	9.59e-17	11.216936	27.771952	1.1266337	291084503	NKRF	NFKB repressing factor
ILMN_1762275	5.64e-15	1.00e-16	11.205711	27.729568	1.677999	NA		
ILMN_1781691	5.64e-15	1.00e-16	-11.205601	27.729152	-0.9477642	188497666	TRAK2	trafficking kinesin protein 2
ILMN_1724145	5.64e-15	1.00e-16	11.205355	27.728222	1.1144031	55770829	CBX4	chromobox 4
ILMN_1720461	5.66e-15	1.01e-16	-11.203712	27.722019	-2.1453167	215598781	SLC17A4	solute carrier family 17 member 4
ILMN_1667434	5.72e-15	1.02e-16	-11.200533	27.71001	-1.688088	284055246	ITM2A	integral membrane protein 2A
ILMN_1757215	5.73e-15	1.03e-16	-11.199181	27.704904	-1.7029155	345842491	SPIB	Spi-B transcription factor
ILMN_1784863	5.95e-15	1.07e-16	-11.188664	27.665171	-1.5252224	188536058	CD36	CD36 molecule
ILMN_1720513	5.99e-15	1.08e-16	-11.186291	27.656202	-1.8249572	194294553	SETBP1	SET binding protein 1
ILMN_1794638	6.00e-15	1.08e-16	-11.185145	27.651871	-3.5783439	395394004	VIP	vasoactive intestinal peptide
ILMN_1740291	6.00e-15	1.08e-16	11.184699	27.650188	1.5559094	139394647	POLQ	DNA polymerase theta
ILMN_1688056	6.12e-15	1.11e-16	-11.178797	27.627879	-1.6678286	48255967	UGP2	UDP-glucose pyrophosphorylase 2
ILMN_1669410	6.21e-15	1.13e-16	-11.174369	27.611142	-2.9866317	134244286	CHGA	chromogranin A
ILMN_1651942	6.34e-15	1.16e-16	11.167999	27.587059	1.5238988	566559974	CDC25B	cell division cycle 25B
ILMN_1797332	6.47e-15	1.18e-16	11.162244	27.565295	1.140234	343098475	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)
ILMN_1728556	6.64e-15	1.22e-16	11.154719	27.536837	1.3040721	50658064	SMC4	structural maintenance of chromosomes 4
ILMN_1721605	6.88e-15	1.26e-16	11.144891	27.499654	1.0263525	188035870	SMYD2	SET and MYND domain containing 2
ILMN_1745798	6.98e-15	1.28e-16	11.140297	27.482271	1.0265954	194018493	GTF2F2	general transcription factor IIF subunit 2
ILMN_1734007	7.22e-15	1.33e-16	-11.130953	27.446904	-1.6824296	226443006	GRAMD3	GRAM domain containing 3
ILMN_1795166	7.37e-15	1.36e-16	-11.124708	27.423264	-1.3098048	39995096	PTH1R	parathyroid hormone 1 receptor
ILMN_1671906	7.45e-15	1.38e-16	11.121392	27.410709	1.3752356	359718972	MND1	meiotic nuclear divisions 1
ILMN_1727347	7.57e-15	1.41e-16	11.11653	27.392294	1.2419655	166063994	GTF3A	general transcription factor IIIA
ILMN_1653529	7.63e-15	1.42e-16	11.113846	27.38213	0.9910503	239787837	TEX10	testis expressed 10
ILMN_1764030	7.76e-15	1.45e-16	-11.108667	27.362513	-1.6782876	632794828	CCL23	C-C motif chemokine ligand 23
ILMN_1745172	8.04e-15	1.50e-16	11.098897	27.325503	0.8866084	392513660	ILF2	interleukin enhancer binding factor 2
ILMN_1737025	8.05e-15	1.51e-16	-11.097881	27.321652	-1.7128929	221139708	PLCL2	phospholipase C like 2
ILMN_1687848	8.10e-15	1.53e-16	-11.095224	27.311584	-3.1938684	45580687	C7	complement component 7
ILMN_1789775	8.10e-15	1.53e-16	11.095014	27.310787	1.163724	808175928	WDR74	WD repeat domain 74
