"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"993","ILMN_1659725",1.5723197435,0.32848768925,14.1849008172262,7.07427298951917e-22,9.99590267512696e-20,39.4472078879931,"EXOSC5","exosome component 5"
"876","ILMN_1658695",1.50792085553333,0.00331981249999999,14.1599710840051,7.73215059612902e-22,1.08563309382611e-19,39.359018698464,"NUF2","NUF2 component of NDC80 kinetochore complex"
"9589","ILMN_1744611",1.44374319286667,0.0440017801666667,14.1558581611687,7.8464809718333e-22,1.09475681685e-19,39.3444613468444,"DCAF13","DDB1 and CUL4 associated factor 13"
"794","ILMN_1658027",1.67384216246667,0.168505484333333,14.1261470844359,8.72473157205852e-22,1.20968403246591e-19,39.2392354421473,"RAD54L","RAD54 like"
"6525","ILMN_1713143",1.73613388433333,0.2976813735,14.0971249358832,9.67850287746611e-22,1.33358948965036e-19,39.1363375344993,"MRPL3","mitochondrial ribosomal protein L3"
"9750","ILMN_1746252",1.5232365675,0.11496151175,14.0787585623374,1.03358377016408e-21,1.4047522212389e-19,39.0711624794841,"POLD2","DNA polymerase delta 2, accessory subunit"
"11125","ILMN_1761789",-3.237983745,0.423333097166667,-14.0786144134597,1.03411713078348e-21,1.4047522212389e-19,39.0706507764515,"CA7","carbonic anhydrase 7"
"11646","ILMN_1768004",-1.76748125483333,-0.00310739125,-14.0774345016415,1.03849334783258e-21,1.4047522212389e-19,39.0664621955006,"PDCD4","programmed cell death 4"
"14226","ILMN_1796685",-3.73731346366667,0.477423730833333,-14.0551726431334,1.12465875175527e-21,1.51208665145085e-19,38.9874003312084,"BEST4","bestrophin 4"
"5510","ILMN_1702197",2.23661841616667,0.58313724025,14.0274709562632,1.24203888647944e-21,1.65984281070241e-19,38.8889283136985,"SAPCD2","suppressor APC domain containing 2"
"14166","ILMN_1796089",-1.71501630113333,-0.174245089666667,-14.0226169281056,1.26384644788498e-21,1.67887243113056e-19,38.8716631787643,"NKX2-3","NK2 homeobox 3"
"4168","ILMN_1689110",1.04103444006667,0.0965094100333333,14.0193450454883,1.27876374358625e-21,1.68857707664984e-19,38.8600237803312,"NOB1","NIN1 (RPN12) binding protein 1 homolog"
"3276","ILMN_1680344",-2.9412336563,0.20976839815,-14.0083490653517,1.33021262909719e-21,1.74612053040782e-19,38.8208963697261,"MYOM1","myomesin 1"
"10781","ILMN_1757627",1.33562636216667,0.0540431734166667,13.9881302226846,1.43033498348615e-21,1.86650301609745e-19,38.7489094668102,"ZMYND19","zinc finger MYND-type containing 19"
"14927","ILMN_1804851",1.53829709836667,0.311894792483333,13.9242245178311,1.79970808757086e-21,2.33477919384047e-19,38.5210275492508,"MRPS17","mitochondrial ribosomal protein S17"
"9468","ILMN_1743065",1.5194064572,0.0991040464,13.9182333637896,1.83893596540071e-21,2.37179973584007e-19,38.4996361567765,"HACD3","3-hydroxyacyl-CoA dehydratase 3"
"1149","ILMN_1661309",-1.66431499993333,-0.0353909635,-13.9038780109525,1.93648000923015e-21,2.48317182224056e-19,38.4483612584544,"XKR4","XK related 4"
"1604","ILMN_1664833",1.19966521006667,0.0529285018,13.8952579993265,1.99754698783567e-21,2.50359222475404e-19,38.4175590362758,"MRPL50","mitochondrial ribosomal protein L50"
"3447","ILMN_1682197",1.13494645916667,0.03809238265,13.8998343331963,1.96488839974961e-21,2.50359222475404e-19,38.4339130419308,"NFXL1","nuclear transcription factor, X-box binding like 1"
"3857","ILMN_1685916",1.6575352622,0.1285839095,13.8972180640735,1.98349257695806e-21,2.50359222475404e-19,38.4245638682288,"KIF2C","kinesin family member 2C"
"15016","ILMN_1806037",1.87895259813333,0.171365484066667,13.8963637526546,1.98960599666514e-21,2.50359222475404e-19,38.4215108127374,"TK1","thymidine kinase 1"
"11661","ILMN_1768127",1.43070092966667,0.0929853431666667,13.8837756012712,2.08192432585139e-21,2.59468591262288e-19,38.3765133930607,"EBNA1BP2","EBNA1 binding protein 2"
"12037","ILMN_1771734",1.3863146438,0.214470165233333,13.8736267355403,2.15949516162252e-21,2.67632629415832e-19,38.3402202688113,"GMPS","guanine monophosphate synthase"
"1528","ILMN_1664167",1.47705297666667,0.184668749666667,13.8652315234955,2.22586409915406e-21,2.74325384309076e-19,38.310188132048,"RPF2","ribosome production factor 2 homolog"
"2583","ILMN_1673721",1.74167086246667,0.104687580666667,13.8531725186252,2.32481926904541e-21,2.84938069969633e-19,38.2670333534235,"EXO1","exonuclease 1"
"1901","ILMN_1667434",-1.7923883486,-0.0957962991666667,-13.8379943883892,2.45571171994455e-21,2.99326971402472e-19,38.2126892473292,"ITM2A","integral membrane protein 2A"
"7572","ILMN_1723678",-2.63816312966666,-0.0465166898333333,-13.8179156484128,2.64037623295033e-21,3.20077083889454e-19,38.140752465169,"PRPH","peripherin"
"10690","ILMN_1756705",1.42612609433333,0.0923636725,13.7890845713385,2.93034852376764e-21,3.53148416741235e-19,38.0373659251878,"CHTF18","chromosome transmission fidelity factor 18"
"11591","ILMN_1767253",1.379745454,-0.0147117943333333,13.787702889005,2.94502601411506e-21,3.53148416741235e-19,38.0324085571048,"RRP12","ribosomal RNA processing 12 homolog"
"14676","ILMN_1801869",0.985250727533333,0.0777315166666667,13.7853936807441,2.96972244388055e-21,3.541952833067e-19,38.0241227398559,"WDR75","WD repeat domain 75"
"15064","ILMN_1806533",-1.75824205406667,-0.476535568166667,-13.7773970445147,3.05687207610894e-21,3.62639840301608e-19,37.9954240977311,"PDE7B","phosphodiesterase 7B"
"5836","ILMN_1705737",1.71549301183333,0.233635582916667,13.7732327100864,3.10327425547822e-21,3.6618636214643e-19,37.9804756512247,"IMPDH2","inosine monophosphate dehydrogenase 2"
"2848","ILMN_1676296",-1.07196822366667,0.0496904271666667,-13.66867670415,4.5332715397097e-21,5.32095745168888e-19,37.604412777315,"PLPP1","phospholipid phosphatase 1"
"4827","ILMN_1695414",1.83244113166667,0.178836883333333,13.654290477163,4.77645847937282e-21,5.5549885569634e-19,37.5525569017567,"ASF1B","anti-silencing function 1B histone chaperone"
"7152","ILMN_1719256",1.67565553266667,0.307548509333333,13.6539288135864,4.78273897574833e-21,5.5549885569634e-19,37.551252918123,"CKS1B","CDC28 protein kinase regulatory subunit 1B"
"8944","ILMN_1737947",1.1942966462,0.1081695565,13.6456447748217,4.92890143373209e-21,5.69493486489129e-19,37.5213799998504,"LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
"2399","ILMN_1671969",-2.43510361233333,0.0967218051666667,-13.643049291358,4.97561741682672e-21,5.71912418522715e-19,37.5120186269243,"UGP2","UDP-glucose pyrophosphorylase 2"
"14920","ILMN_1804812",1.42306439133333,0.1879661425,13.6304311634696,5.2091806623757e-21,5.95672493887333e-19,37.4664950815734,"ANAPC1","anaphase promoting complex subunit 1"
"7432","ILMN_1722294",-1.6770671954,0.1464957096,-13.6018583509904,5.77982897952457e-21,6.57537056829605e-19,37.3633333866594,"CPNE8","copine 8"
"7109","ILMN_1718968",-2.1454400254,-0.0140803706333333,-13.580551091788,6.24612049624652e-21,7.06958862697616e-19,37.2863343360873,NA,NA
"2772","ILMN_1675515",1.16399704786667,0.2725995243,13.5578978750197,6.78362565184444e-21,7.63898230764046e-19,37.2044062153639,"NIT2","nitrilase family member 2"
"14489","ILMN_1799667",1.61761677333333,0.0772383626666667,13.5441918853693,7.13127406990675e-21,7.98990828115209e-19,37.1548042549933,"KIF4A","kinesin family member 4A"
"15247","ILMN_1808824",1.96510938346667,0.454611874066667,13.5077854282678,8.14464591011068e-21,9.07943843567314e-19,37.0229301092262,"NEBL","nebulette"
"3870","ILMN_1686109",-2.67457561406666,0.1452081855,-13.5055455698282,8.21154424288689e-21,9.10824487421014e-19,37.0148110743086,"CCL23","C-C motif chemokine ligand 23"
"15390","ILMN_1810423",1.704286422,0.198606065833333,13.4497579121669,1.00692972232735e-20,1.11132979901044e-18,36.8123807024236,"RPP40","ribonuclease P/MRP subunit p40"
"4979","ILMN_1696657",-2.46832044066667,0.017329581,-13.4447147205808,1.02568679649777e-20,1.12642751948052e-18,36.794061019483,"LRRN2","leucine rich repeat neuronal 2"
"5051","ILMN_1697448",-1.41129500313333,-0.188358756933333,-13.4422823854238,1.03485904795275e-20,1.13090212412729e-18,36.7852242360736,"TXNIP","thioredoxin interacting protein"
"1685","ILMN_1665559",1.21990216266667,-0.0445239375666667,13.4341938804258,1.06596031068003e-20,1.15917958490812e-18,36.7558327807895,"CDK2","cyclin dependent kinase 2"
"5998","ILMN_1707484",1.1038464899,0.123749972383333,13.4325807491026,1.0722749737027e-20,1.16035843983516e-18,36.7499700738245,"GEMIN6","gem nuclear organelle associated protein 6"
"3164","ILMN_1679476",1.48908578443333,0.222378343116667,13.4217302645773,1.1157423365608e-20,1.20153533952742e-18,36.710526639136,"GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
"585","ILMN_1656285",-2.15220483166666,-0.279524836166667,-13.3990556059169,1.21240890806272e-20,1.29932749837988e-18,36.6280506656031,"TMT1A","thiol methyltransferase 1A"
"1572","ILMN_1664630",1.58711546803333,0.06114748285,13.3913348826778,1.2472187629241e-20,1.33020678061097e-18,36.5999522908139,"CHEK1","checkpoint kinase 1"
"6471","ILMN_1712628",1.77780575233333,0.357306566166667,13.3894655842048,1.25579737246794e-20,1.33294779477649e-18,36.5931481005381,"GTF2IRD1","GTF2I repeat domain containing 1"
"6455","ILMN_1712452",1.60707779386667,0.340528236,13.3784483375042,1.30758195548488e-20,1.38130467145126e-18,36.5530364014429,"KIF20B","kinesin family member 20B"
"14204","ILMN_1796452",-2.71792665766666,-0.117282018666667,-13.3676277215847,1.36054088944441e-20,1.43043787163198e-18,36.5136252010608,"TRPM6","transient receptor potential cation channel subfamily M member 6"
"8716","ILMN_1735578",-4.61662579,-0.221408014666667,-13.3404701695808,1.50319659819754e-20,1.57296761011387e-18,36.4146438995822,"GUCA2B","guanylate cyclase activator 2B"
"1849","ILMN_1666924",-1.42372394566667,-0.0189000611666667,-13.3314778882038,1.55368674688248e-20,1.61816839403009e-18,36.3818485086844,"PINK1","PTEN induced kinase 1"
"4190","ILMN_1689329",2.358619277,0.4470723605,13.3152467216261,1.64919688012983e-20,1.70961605555141e-18,36.3226258209607,"SCD","stearoyl-CoA desaturase"
"10365","ILMN_1752953",1.42529615853333,0.117721008833333,13.3120214426175,1.66887035863527e-20,1.7139916683317e-18,36.3108536559043,"BCL2L12","BCL2 like 12"
"10735","ILMN_1757215",-1.7788534076,0.0148285636666667,-13.3126216697122,1.66519125040836e-20,1.7139916683317e-18,36.3130445680881,"SPIB","Spi-B transcription factor"
"13637","ILMN_1790100",1.78263541546667,0.2105578504,13.2972845130709,1.76182074821928e-20,1.80111665799523e-18,36.2570471141561,"DDIAS","DNA damage induced apoptosis suppressor"
"8980","ILMN_1738307",1.729474835,0.0289364165,13.2909207459734,1.80355837006433e-20,1.83532747162876e-18,36.2338033974964,"PRDX4","peroxiredoxin 4"
"10388","ILMN_1753249",1.31591601593333,0.156150463166667,13.2793998318265,1.8816759785437e-20,1.90607762137048e-18,36.191709755915,"DDX10","DEAD-box helicase 10"
"2906","ILMN_1676846",1.50943484033333,-0.0114668511666667,13.2772959155907,1.8963061857252e-20,1.90635320924482e-18,36.1840208722841,"ABCE1","ATP binding cassette subfamily E member 1"
"5127","ILMN_1698185",1.306722256,0.226912591433333,13.2768910367197,1.89913477841285e-20,1.90635320924482e-18,36.1825411529863,"WDR90","WD repeat domain 90"
"3770","ILMN_1685235",1.2556696052,0.0579658744,13.2589474791484,2.02886554574978e-20,2.0274033003114e-18,36.1169410567123,"TSFM","Ts translation elongation factor, mitochondrial"
"13699","ILMN_1790992",1.8591186515,0.183157741583333,13.2102652149054,2.42773559697752e-20,2.41510701719055e-18,35.9387521947302,"ERCC6L","ERCC excision repair 6 like, spindle assembly checkpoint helicase"
"15017","ILMN_1806040",1.870744555,0.191071183833333,13.1914679215627,2.60215943445597e-20,2.57706718276658e-18,35.8698672119759,"TYMS","thymidylate synthetase"
"13383","ILMN_1787280",1.4770721477,-0.00904097848333333,13.1894851601935,2.62128024286429e-20,2.58446581812006e-18,35.8625984671188,"AUNIP","aurora kinase A and ninein interacting protein"
"6124","ILMN_1708808",1.26248966813333,0.311743626266667,13.1717212192078,2.79904159726559e-20,2.74751941565221e-18,35.7974536321605,"RUVBL2","RuvB like AAA ATPase 2"
"13622","ILMN_1789961",-1.71044434313333,0.218780685433333,-13.128958166379,3.27852726667726e-20,3.20400215347878e-18,35.6404630034284,"RETSAT","retinol saturase"
"13306","ILMN_1786189",1.415031994,0.01642031,13.1186098149954,3.40652410802478e-20,3.30001444595728e-18,35.6024367985904,"NIFK","nucleolar protein interacting with the FHA domain of MKI67"
"13538","ILMN_1789123",1.53011636326667,0.1872782815,13.1197514838106,3.39215898779047e-20,3.30001444595728e-18,35.6066326721881,"PLK4","polo like kinase 4"
"5049","ILMN_1697440",1.10349736733333,0.157775888166667,13.1120097306693,3.49078188240005e-20,3.36693501213751e-18,35.5781767896263,"PRPF4","pre-mRNA splicing tri-snRNP complex factor PRPF4"
"824","ILMN_1658269",1.14546985683333,0.0655306835833333,13.1100485107104,3.51622223358636e-20,3.36826272553236e-18,35.5709668231649,"NUP93","nucleoporin 93"
"7174","ILMN_1719543",-1.2589900769,-0.174774638716667,-13.1095648359863,3.52252502850481e-20,3.36826272553236e-18,35.569188629637,"MAF","MAF bZIP transcription factor"
"10706","ILMN_1756931",1.697923049,0.197528249833333,13.0960453885474,3.70338800116197e-20,3.52600684196469e-18,35.5194731535593,"ADGRG1","adhesion G protein-coupled receptor G1"
"5445","ILMN_1701551",-1.23965512433333,-0.0469627255,-13.09066879506,3.77789518926347e-20,3.58157379823166e-18,35.4996950694891,"ABCA6","ATP binding cassette subfamily A member 6"
"9965","ILMN_1748770",1.4202496188,0.351848061666667,13.0804818918811,3.92323684218884e-20,3.70353557902627e-18,35.4622117519806,"CKAP5","cytoskeleton associated protein 5"
"6312","ILMN_1711005",1.52565995883333,0.139945612383333,13.0759657719218,3.98946371012485e-20,3.73427269811855e-18,35.4455901255831,"CDC25A","cell division cycle 25A"
"14682","ILMN_1801913",1.2764817037,0.245600595283333,13.0761458386238,3.98680164085282e-20,3.73427269811855e-18,35.4462529134308,"PPIH","peptidylprolyl isomerase H"
"15227","ILMN_1808591",2.02642972353333,0.331542120166667,13.0701173414747,4.07690804612585e-20,3.80008941576705e-18,35.4240609976744,"UBE2S","ubiquitin conjugating enzyme E2 S"
"11542","ILMN_1766712",-1.39079497796667,-0.18674154365,-13.0612270560219,4.21355364501317e-20,3.91102401928754e-18,35.3913257828722,"TCF21","transcription factor 21"
"8704","ILMN_1735461",1.99953436516667,0.329886970716667,13.0548524386095,4.31437000997364e-20,3.9879160125523e-18,35.3678473043073,"DDX21","DExD-box helicase 21"
"6405","ILMN_1711878",1.09317773666667,0.145159501666667,13.0515962307084,4.36680371852167e-20,4.01963376314045e-18,35.3558522748243,"ENOPH1","enolase-phosphatase 1"
"12020","ILMN_1771586",1.06554737253333,-0.0146788904,13.025605139209,4.80906314523182e-20,4.40844036420755e-18,35.2600587047014,"NOC3L","NOC3 like DNA replication regulator"
"7250","ILMN_1720501",-1.23445169133333,0.109802760833333,-13.021780150252,4.87786050093184e-20,4.4360479585622e-18,35.2459538438562,"ABCA9","ATP binding cassette subfamily A member 9"
"14124","ILMN_1795679",-1.89042216333333,-0.170561671666667,-13.0217077174922,4.87917283577883e-20,4.4360479585622e-18,35.2456867257797,"STMN2","stathmin 2"
"367","ILMN_1654287",-1.15838598753333,-0.0429096925666667,-13.0174174418933,4.9575429106363e-20,4.4889033440635e-18,35.2298638072011,"ADCY9","adenylate cyclase 9"
"15126","ILMN_1807304",-0.902742162566666,-0.0498094403833333,-13.014337234378,5.0145911224971e-20,4.52210119762096e-18,35.2185022624484,"MBNL1","muscleblind like splicing regulator 1"
"3826","ILMN_1685661",1.18214358266667,0.068730554,12.9900032185157,5.48921105145031e-20,4.91018782118442e-18,35.1287016357587,"RRP15","ribosomal RNA processing 15 homolog"
"10027","ILMN_1749297",1.54888158013333,0.273253799333333,12.9900192169336,5.48888456490115e-20,4.91018782118442e-18,35.1287607003414,"ACTL6A","actin like 6A"
"11974","ILMN_1771026",1.3004264555,0.06808002775,12.9868095914441,5.55477876785607e-20,4.94888402353892e-18,35.116910418418,"GARS1","glycyl-tRNA synthetase 1"
"9247","ILMN_1740706",-1.28207600016667,-0.12922356825,-12.9841266284693,5.61047271056142e-20,4.97850906444378e-18,35.1070036118663,"PMP2","peripheral myelin protein 2"
"5608","ILMN_1703075",-2.49441768603333,0.201048970783333,-12.982978783042,5.63447190939911e-20,4.97988545171752e-18,35.1027649238263,"PYY","peptide YY"
"4364","ILMN_1691076",-2.16154716916667,0.188203104916667,-12.9814797766353,5.66596925721486e-20,4.98785166674819e-18,35.097229235894,"TEX11","testis expressed 11"
"11102","ILMN_1761486",1.22384306586667,0.183261838666667,12.9673016839612,5.97281257178411e-20,5.23718869930667e-18,35.0448565654655,"BORA","BORA aurora kinase A activator"
"7525","ILMN_1723158",1.50973819006667,0.0904714446666667,12.9654240288877,6.01468741011627e-20,5.25314273645746e-18,35.0379187246389,"NOP2","NOP2 nucleolar protein"
"10427","ILMN_1753607",1.16101162033333,-0.0249804238333333,12.9634851823309,6.05823786563043e-20,5.27042936514296e-18,35.0307543076982,"PNO1","partner of NOB1 homolog"
"10880","ILMN_1758939",1.45008726233333,0.1224695715,12.9567064030275,6.21301987408652e-20,5.3839700346381e-18,35.005701587079,"RIPK2","receptor interacting serine/threonine kinase 2"
"2386","ILMN_1671843",1.28162068066667,0.00689022246666666,12.9445526331702,6.50059309712982e-20,5.61125125551471e-18,34.9607693906039,"PSRC1","proline and serine rich coiled-coil 1"
"12446","ILMN_1776363",-1.55685631646667,-0.1164327159,-12.9432443133317,6.53233967880748e-20,5.61679935793276e-18,34.955931429565,"ANK2","ankyrin 2"
"3340","ILMN_1680955",2.20796695086667,0.508878906233333,12.9409886284106,6.58744207666954e-20,5.64230946057286e-18,34.9475897439537,"AURKA","aurora kinase A"
