"initial_alias","converted_alias","name","description","namespace"
"RPF2","ENSG00000197498","RPF2","ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXO1","ENSG00000174371","EXO1","exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHTF18","ENSG00000127586","CHTF18","chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RRP12","ENSG00000052749","RRP12","ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR75","ENSG00000115368","WDR75","WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IMPDH2","ENSG00000178035","IMPDH2","inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASF1B","ENSG00000105011","ASF1B","anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKS1B","ENSG00000173207","CKS1B","CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LSM5","ENSG00000106355","LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANAPC1","ENSG00000153107","ANAPC1","anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NIT2","ENSG00000114021","NIT2","nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF4A","ENSG00000090889","KIF4A","kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEBL","ENSG00000078114","NEBL","nebulette [Source:HGNC Symbol;Acc:HGNC:16932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPP40","ENSG00000124787","RPP40","ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDK2","ENSG00000123374","CDK2","cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GEMIN6","ENSG00000152147","GEMIN6","gem nuclear organelle associated protein 6 [Source:HGNC Symbol;Acc:HGNC:20044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GART","ENSG00000159131","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHEK1","ENSG00000149554","CHEK1","checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTF2IRD1","ENSG00000006704","GTF2IRD1","GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF20B","ENSG00000138182","KIF20B","kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCD","ENSG00000099194","SCD","stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L12","ENSG00000126453","BCL2L12","BCL2 like 12 [Source:HGNC Symbol;Acc:HGNC:13787]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIAS","ENSG00000165490","DDIAS","DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRDX4","ENSG00000123131","PRDX4","peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX10","ENSG00000178105","DDX10","DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCE1","ENSG00000164163","ABCE1","ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR90","ENSG00000161996","WDR90","WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSFM","ENSG00000123297","TSFM","Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12367]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC6L","ENSG00000186871","ERCC6L","ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TYMS","ENSG00000176890","TYMS","thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AUNIP","ENSG00000127423","AUNIP","aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUVBL2","ENSG00000183207","RUVBL2","RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NIFK","ENSG00000155438","NIFK","nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK4","ENSG00000142731","PLK4","polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF4","ENSG00000136875","PRPF4","pre-mRNA splicing tri-snRNP complex factor PRPF4 [Source:HGNC Symbol;Acc:HGNC:17349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP93","ENSG00000102900","NUP93","nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADGRG1","ENSG00000205336","ADGRG1","adhesion G protein-coupled receptor G1 [Source:HGNC Symbol;Acc:HGNC:4512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKAP5","ENSG00000175216","CKAP5","cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC25A","ENSG00000164045","CDC25A","cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIH","ENSG00000171960","PPIH","peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2S","ENSG00000108106","UBE2S","ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX21","ENSG00000165732","DDX21","DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENOPH1","ENSG00000145293","ENOPH1","enolase-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:24599]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOC3L","ENSG00000173145","NOC3L","NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RRP15","ENSG00000067533","RRP15","ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACTL6A","ENSG00000136518","ACTL6A","actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GARS1","ENSG00000106105","GARS1","glycyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4162]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BORA","ENSG00000136122","BORA","BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOP2","ENSG00000111641","NOP2","NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PNO1","ENSG00000115946","PNO1","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIPK2","ENSG00000104312","RIPK2","receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSRC1","ENSG00000134222","PSRC1","proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AURKA","ENSG00000087586","AURKA","aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLNS1A","ENSG00000074201","CLNS1A","chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDCA4","ENSG00000170779","CDCA4","cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EARS2","ENSG00000103356","EARS2","glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHCR7","ENSG00000172893","DHCR7","7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PBK","ENSG00000168078","PBK","PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP107","ENSG00000111581","NUP107","nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP155","ENSG00000113569","NUP155","nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"RPS21","ENSG00000171858","RPS21","ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLQ","ENSG00000051341","POLQ","DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAT10","ENSG00000135372","NAT10","N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUVBL1","ENSG00000175792","RUVBL1","RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNPNAT1","ENSG00000100522","GNPNAT1","glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RMI2","ENSG00000175643","RMI2","RecQ mediated genome instability 2 [Source:HGNC Symbol;Acc:HGNC:28349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H2AX","ENSG00000188486","H2AX","H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AHCY","ENSG00000101444","AHCY","adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECE2","ENSG00000145194","ECE2","endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZWINT","ENSG00000122952","ZWINT","ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NHP2","ENSG00000145912","NHP2","NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC9","ENSG00000213551","DNAJC9","DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DSCC1","ENSG00000136982","DSCC1","DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SF3B3","ENSG00000189091","SF3B3","splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XPOT","ENSG00000184575","XPOT","exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RANBP1","ENSG00000099901","RANBP1","RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"S100A11","ENSG00000163191","S100A11","S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC25B","ENSG00000101224","CDC25B","cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL29","ENSG00000162244","RPL29","ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MND1","ENSG00000121211","MND1","meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS7","ENSG00000171863","RPS7","ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPDL1","ENSG00000040275","SPDL1","spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XPO5","ENSG00000124571","XPO5","exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CMTM8","ENSG00000170293","CMTM8","CKLF like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KNTC1","ENSG00000184445","KNTC1","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"E2F3","ENSG00000112242","E2F3","E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCM3","ENSG00000112118","MCM3","minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STMN1","ENSG00000117632","STMN1","stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDCA8","ENSG00000134690","CDCA8","cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOMM34","ENSG00000025772","TOMM34","translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMGB2","ENSG00000164104","HMGB2","high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC29A2","ENSG00000174669","SLC29A2","solute carrier family 29 member 2 [Source:HGNC Symbol;Acc:HGNC:11004]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3BP4","ENSG00000130147","SH3BP4","SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAP1","ENSG00000126602","TRAP1","TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JPH1","ENSG00000104369","JPH1","junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHAF1B","ENSG00000159259","CHAF1B","chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNRPB","ENSG00000125835","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATAD2","ENSG00000156802","ATAD2","ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNMT1","ENSG00000130816","DNMT1","DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPT2","ENSG00000166123","GPT2","glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CMSS1","ENSG00000184220","CMSS1","cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SKA3","ENSG00000165480","SKA3","spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HEATR1","ENSG00000119285","HEATR1","HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLE3","ENSG00000148229","POLE3","DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC7","ENSG00000097046","CDC7","cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HES6","ENSG00000144485","HES6","hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFD2","ENSG00000065911","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FANCD2","ENSG00000144554","FANCD2","FA complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHMT2","ENSG00000182199","SHMT2","serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC3","ENSG00000107371","EXOSC3","exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC4","ENSG00000113810","SMC4","structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL6","ENSG00000089009","RPL6","ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RXYLT1","ENSG00000118600","RXYLT1","ribitol xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEP83","ENSG00000173588","CEP83","centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TKT","ENSG00000163931","TKT","transketolase [Source:HGNC Symbol;Acc:HGNC:11834]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TGDS","ENSG00000088451","TGDS","TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YARS2","ENSG00000139131","YARS2","tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFD1","ENSG00000100714","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UTP4","ENSG00000141076","UTP4","UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC8","ENSG00000120699","EXOSC8","exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LTV1","ENSG00000135521","LTV1","LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H2AZ1","ENSG00000164032","H2AZ1","H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EZH2","ENSG00000106462","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC34","ENSG00000109881","CCDC34","coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAK1IP1","ENSG00000111845","PAK1IP1","PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACP6","ENSG00000162836","ACP6","acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALG8","ENSG00000159063","ALG8","ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDK1","ENSG00000170312","CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS23","ENSG00000181610","MRPS23","mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC27","ENSG00000018699","TTC27","tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EBPL","ENSG00000123179","EBPL","EBP like [Source:HGNC Symbol;Acc:HGNC:18061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LYAR","ENSG00000145220","LYAR","Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RRP9","ENSG00000114767","RRP9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16829]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS15","ENSG00000115268","RPS15","ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIT","ENSG00000122966","CIT","citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FIRRM","ENSG00000000460","FIRRM","FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCT6A","ENSG00000146731","CCT6A","chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
